chord_name,chord_notes,chord_root,chord_span,chord_lower_pole,chord_upper_pole,chord_mass_center,tension_note,tension_position,new_span,tension_type
AaugM7,"A, C#, E#, G#",A,8,"A, C#","E#, A",C#,Bb,b2,8,T1
AaugM7,"A, C#, E#, G#",A,8,"A, C#","E#, A",C#,F,b6,8,T0
AaugM7,"A, C#, E#, G#",A,8,"A, C#","E#, A",C#,C,b3,8,T4
AaugM7,"A, C#, E#, G#",A,8,"A, C#","E#, A",C#,G,b7,8,T4
AaugM7,"A, C#, E#, G#",A,8,"A, C#","E#, A",C#,D,4,8,T1
AaugM7,"A, C#, E#, G#",A,8,"A, C#","E#, A",C#,A,R,8,T0
AaugM7,"A, C#, E#, G#",A,8,"A, C#","E#, A",C#,E,5,8,T4
AaugM7,"A, C#, E#, G#",A,8,"A, C#","E#, A",C#,B,2,8,T1
AaugM7,"A, C#, E#, G#",A,8,"A, C#","E#, A",C#,F#,6,8,T1
AaugM7,"A, C#, E#, G#",A,8,"A, C#","E#, A",C#,C#,3,8,T0
AaugM7,"A, C#, E#, G#",A,8,"A, C#","E#, A",C#,G#,7,8,T0
AaugM7,"A, C#, E#, G#",A,8,"A, C#","E#, A",C#,D#,#4,8,T1
AaugM7,"A, C#, E#, G#",A,8,"A, C#","E#, A",C#,A#,#1,8,T4
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,Gb,bb3,8,T4
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,Db,bb7,8,T4
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,Ab,b4,8,T0
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,Eb,b1,8,T0
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,Bb,b5,8,T4
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,F,b2,8,T1
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,C,b6,8,T0
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,G,b3,8,T4
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,D,b7,8,T4
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,A,4,8,T1
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,E,R,8,T0
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,B,5,8,T4
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,F#,2,8,T1
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,C#,6,8,T1
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,G#,3,8,T0
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,D#,7,8,T0
EaugM7,"E, G#, B#, D#",E,8,"E, G#","B#, E",G#,A#,#4,8,T1
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,Gb,bb6,8,T1
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,Db,bb3,8,T4
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,Ab,bb7,8,T4
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,Eb,b4,8,T0
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,Bb,b1,8,T0
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,F,b5,8,T4
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,C,b2,8,T1
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,G,b6,8,T0
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,D,b3,8,T4
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,A,b7,8,T4
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,E,4,8,T1
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,B,R,8,T0
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,F#,5,8,T4
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,C#,2,8,T1
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,G#,6,8,T1
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,D#,3,8,T0
BaugM7,"B, D#, F##, A#",B,8,"B, D#","F##, B",D#,A#,7,8,T0
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,Gb,bb2,8,T0
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,Db,bb6,8,T1
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,Ab,bb3,8,T4
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,Eb,bb7,8,T4
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,Bb,b4,8,T0
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,F,b1,8,T0
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,C,b5,8,T4
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,G,b2,8,T1
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,D,b6,8,T0
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,A,b3,8,T4
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,E,b7,8,T4
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,B,4,8,T1
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,F#,R,8,T0
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,C#,5,8,T4
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,G#,2,8,T1
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,D#,6,8,T1
F#augM7,"F#, A#, C##, E#",F#,8,"F#, A#","C##, F#",A#,A#,3,8,T0
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,Gb,bb5,8,T4
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,Db,bb2,8,T0
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,Ab,bb6,8,T1
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,Eb,bb3,8,T4
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,Bb,bb7,8,T4
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,F,b4,8,T0
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,C,b1,8,T0
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,G,b5,8,T4
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,D,b2,8,T1
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,A,b6,8,T0
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,E,b3,8,T4
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,B,b7,8,T4
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,F#,4,8,T1
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,C#,R,8,T0
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,G#,5,8,T4
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,D#,2,8,T1
C#augM7,"C#, E#, G##, B#",C#,8,"C#, E#","G##, C#",E#,A#,6,8,T1
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,Gb,bb1,8,T4
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,Db,bb5,8,T4
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,Ab,bb2,8,T0
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,Eb,bb6,8,T1
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,Bb,bb3,8,T4
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,F,bb7,8,T4
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,C,b4,8,T0
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,G,b1,8,T0
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,D,b5,8,T4
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,A,b2,8,T1
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,E,b6,8,T0
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,B,b3,8,T4
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,F#,b7,8,T4
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,C#,4,8,T1
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,G#,R,8,T0
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,D#,5,8,T4
G#augM7,"G#, B#, D##, F##",G#,8,"G#, B#","D##, G#",B#,A#,2,8,T1
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,Gb,bb4,8,T1
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,Db,bb1,8,T4
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,Ab,bb5,8,T4
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,Eb,bb2,8,T0
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,Bb,bb6,8,T1
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,F,bb3,8,T4
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,C,bb7,8,T4
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,G,b4,8,T0
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,D,b1,8,T0
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,A,b5,8,T4
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,E,b2,8,T1
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,B,b6,8,T0
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,F#,b3,8,T4
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,C#,b7,8,T4
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,G#,4,8,T1
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,D#,R,8,T0
D#augM7,"D#, F##, A##, C##",D#,8,"D#, F##","A##, D#",F##,A#,5,8,T4
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,Gb,bbb7,8,T0
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,Db,bb4,8,T1
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,Ab,bb1,8,T4
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,Eb,bb5,8,T4
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,Bb,bb2,8,T0
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,F,bb6,8,T1
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,C,bb3,8,T4
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,G,bb7,8,T4
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,D,b4,8,T0
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,A,b1,8,T0
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,E,b5,8,T4
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,B,b2,8,T1
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,F#,b6,8,T0
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,C#,b3,8,T4
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,G#,b7,8,T4
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,D#,4,8,T1
A#augM7,"A#, C##, E##, G##",A#,8,"A#, C##","E##, A#",C##,A#,R,8,T0
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,Gb,bbb3,8,T4
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,Db,bbb7,8,T0
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,Ab,bb4,8,T1
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,Eb,bb1,8,T4
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,Bb,bb5,8,T4
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,F,bb2,8,T0
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,C,bb6,8,T1
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,G,bb3,8,T4
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,D,bb7,8,T4
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,A,b4,8,T0
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,E,b1,8,T0
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,B,b5,8,T4
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,F#,b2,8,T1
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,C#,b6,8,T0
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,G#,b3,8,T4
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,D#,b7,8,T4
E#augM7,"E#, G##, B##, D##",E#,8,"G##, E#","E#, B##",G##,A#,4,8,T1
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,Gb,bbb6,8,T1
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,Db,bbb3,8,T4
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,Ab,bbb7,8,T0
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,Eb,bb4,8,T1
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,Bb,bb1,8,T4
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,F,bb5,8,T4
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,C,bb2,8,T0
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,G,bb6,8,T1
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,D,bb3,8,T4
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,A,bb7,8,T4
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,E,b4,8,T0
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,B,b1,8,T0
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,F#,b5,8,T4
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,C#,b2,8,T1
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,G#,b6,8,T0
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,D#,b3,8,T4
B#augM7,"B#, D##, F###, A##",B#,8,"D##, B#","B#, F###",D##,A#,b7,8,T4
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,Gb,bbb2,8,T0
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,Db,bbb6,8,T1
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,Ab,bbb3,8,T4
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,Eb,bbb7,8,T0
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,Bb,bb4,8,T1
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,F,bb1,8,T4
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,C,bb5,8,T4
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,G,bb2,8,T0
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,D,bb6,8,T1
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,A,bb3,8,T4
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,E,bb7,8,T4
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,B,b4,8,T0
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,F#,b1,8,T0
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,C#,b5,8,T4
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,G#,b2,8,T1
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,D#,b6,8,T0
F##augM7,"F##, A##, C###, E##",F##,8,"A##, F##","F##, C###",A##,A#,b3,8,T4
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,Gb,#1,8,T4
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,Db,#5,8,T0
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,Ab,#2,8,T1
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,Eb,#6,8,T0
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,Bb,#3,8,T4
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,F,#7,8,T0
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,C,##4,8,T1
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,G,##1,8,T4
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,D,##5,8,T4
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,A,##2,8,T0
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,E,##6,8,T1
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,B,##3,8,T4
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,F#,##7,8,T4
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,C#,###4,8,T0
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,G#,###1,8,T4
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,D#,###5,8,T0
Gbbaug7,"Gbb, Bbb, Db, Fbb",Gbb,8,"Bbb, Db","Gbb, Bbb",Ebb,A#,###2,8,T1
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,Gb,#4,8,T1
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,Db,#1,8,T4
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,Ab,#5,8,T0
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,Eb,#2,8,T1
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,Bb,#6,8,T0
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,F,#3,8,T4
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,C,#7,8,T0
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,G,##4,8,T1
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,D,##1,8,T4
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,A,##5,8,T4
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,E,##2,8,T0
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,B,##6,8,T1
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,F#,##3,8,T4
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,C#,##7,8,T4
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,G#,###4,8,T0
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,D#,###1,8,T4
Dbbaug7,"Dbb, Fb, Ab, Cbb",Dbb,8,"Fb, Ab","Dbb, Fb",Bbb,A#,###5,8,T0
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,Gb,7,8,T4
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,Db,#4,8,T1
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,Ab,#1,8,T4
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,Eb,#5,8,T0
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,Bb,#2,8,T1
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,F,#6,8,T0
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,C,#3,8,T4
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,G,#7,8,T0
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,D,##4,8,T1
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,A,##1,8,T4
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,E,##5,8,T4
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,B,##2,8,T0
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,F#,##6,8,T1
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,C#,##3,8,T4
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,G#,##7,8,T4
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,D#,###4,8,T0
Abbaug7,"Abb, Cb, Eb, Gbb",Abb,8,"Cb, Eb","Abb, Cb",Fb,A#,###1,8,T4
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,Gb,3,8,T0
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,Db,7,8,T4
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,Ab,#4,8,T1
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,Eb,#1,8,T4
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,Bb,#5,8,T0
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,F,#2,8,T1
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,C,#6,8,T0
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,G,#3,8,T4
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,D,#7,8,T0
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,A,##4,8,T1
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,E,##1,8,T4
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,B,##5,8,T4
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,F#,##2,8,T0
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,C#,##6,8,T1
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,G#,##3,8,T4
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,D#,##7,8,T4
Ebbaug7,"Ebb, Gb, Bb, Dbb",Ebb,8,"Gb, Bb","Ebb, Gb",Cb,A#,###4,8,T0
Bbbaug7,"Bbb, Db, F, Abb",Bbb,8,"Db, F","Bbb, Db",Gb,Gb,6,8,T1
Bbbaug7,"Bbb, Db, F, Abb",Bbb,8,"Db, F","Bbb, Db",Gb,Db,3,8,T0
Bbbaug7,"Bbb, Db, F, Abb",Bbb,8,"Db, F","Bbb, Db",Gb,Ab,7,8,T4
Bbbaug7,"Bbb, Db, F, Abb",Bbb,8,"Db, F","Bbb, Db",Gb,Eb,#4,8,T1
